,Place,Event,Time,Date,Subject
8016,"['Tainan', 'traffic', 'the 3rd', 'the whole line']",[],[],"['the 3rd of November 1 9 00', '1 9 05']",['Takau']
8017,"['San Juan', 'J une']",['nearly two-thirds'],[],"['annual', 'November']",[]
8018,"['Columbus', 'San Juan Bautista', 'his second voyage', 'its vicinity', 'the 17th', 'the 22nd']","['Columbus', 'he']",[],['the 17th to the 22nd of November 1493'],[]
8019,"['November', 'a grant']",['the home government'],[],"['1877', '1895', 'November 1897']",[]
8020,"['Spain', 'November', 'Spain', 'the American forces']","['the Spaniards', 'Captain General Macias']",[],"['November', '18th of October']","['Macias', 'Ricardo Ortega']"
8021,['the 5th'],['He'],[],['the 5th of November 1909'],[]
8022,"['a military camp', 'his ""March', 'the 15th']",['Sherman'],[],"['March', 'the 15th of November']",['Sherman']
8023,"['November', 'the explosion', 'consequence', 'which', 'Lord Harington', 'Coventry']",['the Gunpowder Plot conspirators'],[],['November 1605'],[]
8024,"['Prague', 'Prague', 'October', 'the 7th']",['She'],[],"['October 1619', 'the 7th of November']",['Frederick']
8025,"['Prague', 'Kiistrin', 'Berlin', 'the Hague with Prince Maurice of Orange', 'the 8th', 'the fatal battle', 'Kiistrin', 'the Hague']","['She', 'Frederick']",[],['the 8th of November 1620'],['Frederick']
8026,"['that', 'the 29th']",['The victories'],[],['the 29th of November 1632'],['Gustavus Adolphus']
8027,"['November', 'perpetuity', 'return']",[],[],"['November 1902', 'annual']",[]
8028,"['Ribot', 'Paris', 'Paris', 'the 4th']",[],[],"['1892-1893', 'the 4th of November 1893']",[]
8029,['Seathwaite'],[],[],"['The months', 'November, December and January and September']",[]
8030,"['the passing', 'which', 'his see']",[],[],['November 1 534'],[]
8031,"['Neva', 'observations']",[],[],"['1706 to 1899', 'the mean day', 'November 25th', 'October 28th', 'the latest', 'January 9th', 'the next latest December 26th']",[]
8032,"['the autumn', 'the 28th']","['Her fatal illness', 'she']",[],['the 28th of November 1780'],[]
8033,['the 13th'],['He'],[],['the 13th of November 1770'],[]
8034,"['Florence', 'Rome', 'Rome']",[],[],['November 1 494'],[]
8035,"['France', 'Fornovo', 'them']","['He', 'a drawn battle']",[],['November'],[]
8036,['November'],[],[],['November'],['Roye']
8037,"['the Societe des Egaux', 'the rump', 'the Pantheon', 'November', 'the police']","['He', 'who']",[],"['November 1795', '1793']",['Jacobins']
8038,"['Normandy, Charles', 'Rouen', 'Poitiers', 'England', 'Normandy', 'April', 'the French king', 'Rouen', 'captivity', 'November']",[],[],"['April 1356', 'November 1357']",['John']
8039,"['a ruler', 'November', 'Charles', 'Navarre']","['A new cause', 'he']",[],['November 1361'],"['Burgundy', 'Charles', 'Navarre']"
8040,"['Newmarket', 'the decease', 'the whip', 'it', 'the year', 'November']","['the members', 'the winner']",[],"['annually', 'the year 1792', 'annually', 'November']",[]
8041,['Holy Scripture'],[],[],"['18th November 1893', '20th June 1894']",[]
8042,"['Vienna', 'separate negotiation']",[],[],['November 1814'],[]
8043,"['Paris', 'his brief restoration', 'the second peace', 'the 10th', 'French legislation', 'March']","['Bonaparte', 'we']",[],"['the 10th of November, 1815', 'March 1818']",[]
8044,['South'],[],[],['November 1860'],['Abraham Lincoln']
8045,"['Lincolnshire', 'August', 'Lincolnshire']","['he', 'he']",[],"['August', 'November 1729']",[]
8046,"['residence', 'November', 'the father']",['he'],[],['November'],[]
8047,['Methodism'],['He'],[],['November 1729'],[]
8048,"['London', 'those']","['Others', 'who']",[],['November 1738'],[]
8049,"['November', 'his death']",[],[],"['November 73 4', 'only six months']",['Bede']
8050,"['Padua', 'Padua', 'the 19th']",['Schoppe'],[],['the 19th of November 1649'],[]
8051,"['November', 'April', 'the end']","['The winter', 'spring', 'warmth']",[],"['November to March', 'spring', 'April', 'the middle of June', 'the end of August summer']",[]
8052,"['the 5th', 'treacherous guides', 'dense forest']",[],[],['November'],[]
8053,"['Beaumarchais', 'which']","[""Lee's complaints""]",[],['November 1777'],"['Arthur Lee', 'Lee']"
8054,"['Nola', 'St Paulinus', 'Campania', 'Nola', 'Campania']",['who'],[],"['the 14th of June and the 12th of November', 'the 26th of July']",[]
8055,"['South Africa', 'Britain', 'England', 'the loss', 'England', 'November']","['the existing state', 'Milner']",[],['November 1898'],[]
8056,"['Louisiana', 'France', 'Spain', 'a secret treaty', 'France', 'Spain']",[],[],['the 3rd of November 1762'],[]
8057,['November'],['He'],[],['November 1768'],[]
8058,"['Louisiana', 'the United States', 'the 30th', 'the Spanish governor', 'the 20th', 'the United States']",['the representatives'],[],"['the 30th of November 1803', 'the 20th of December']",[]
8059,"['New Orleans', 'Louisiana', 'November', 'New Orleans', 'which', 'the 30th']","['a convention', 'the Territory']",[],"['November 1811', 'the 30th of April 181 2']",[]
8060,['which'],['such storms'],[],"['The autumn months', 'October', 'November']",[]
8061,"['Havana', 'Havana', 'the 5th', 'the 21st']",['A constitutional convention'],[],['the 5th of November 1900 to the 21st of February 1901'],[]
8062,"['obligation', '135 males']",[],[],"['May 1880', 'November 1886', 'February 1888', 'December 1903', 'between the ages of 15 and 75']",[]
8063,"['August', 'the hands', 'storm', 'the grand vizier Hassan']","['Szekesfehervar', 'who']",[],"['August 1602', 'November']","['Szekesfehervar', 'Buda', 'Matthias', 'Hassan']"
8064,"['Europe', 'the 11th']","[""Ahmed's accession"", 'the peace']",[],"['three years', 'the 11th of November 1606']",['Ahmed']
8065,"['Bosnia', 'Servia', 'Lorraine', 'November', 'the spring', 'Bosnia']","['the conferences', 'Austrian divisions']",[],"['November', 'the spring of the following year', 'July']",[]
8066,"['Kilia', 'June', 'the hands']","[""Romanzov's victory"", 'those']",[],"['June', 'November']","['Izmail', 'Danube', 'Akkerman', 'Bender', 'Dniester']"
8067,"['the following year', 'which', 'Bucharest']",[],[],"['the following year', 'November 1772']",[]
8068,"['London', 'the 16th', 'the neighbouring islands', 'the guarantee', 'the 22nd', 'the line']","['a protocol', 'another protocol']",[],"['the 16th of November', 'the 22nd of March 1829']",[]
8069,"['the Black Sea', 'the 30th', 'the harbour', 'the 3rd', 'their harbours']","['the Russian fleet', 'the combined French and British fleets']",[],"['the 30th of November', 'the 3rd of January']",['Sinope']
8070,"['Asia Minor', 'November']",['the defence'],[],['November'],[]
8071,"['France', 'Turkey', 'a breaking']",['Unsettled claims'],[],['November 1901'],['Mitylene']
8072,"['Krems', 'Vienna', 'Hollabriinn', 'the 26th', 'which']","['The severe actions', ""Napoleon's marshals""]",[],"['the 26th of November', 'November 14']","['Diirrenstein', 'Hollabriinn']"
8073,"['the 10th', 'such a manner', 'three days', 'action']","['this force', 'Napoleon', 'he']",[],"['About the 10th of November', 'three days']","['Briinn', 'Wrede']"
8074,"['Warsaw', 'the cavalry', 'captured Prussian resources', 'motion', 'the 2nd', 'successive echelons']","['he', 'the remainder']",[],['the 2nd of November'],[]
8075,"['Warsaw', 'IV', 'the 30th', 'the V., IV']",['Davout'],[],['the 30th of November'],[]
8076,"['the 26th November', 'the fact', 'the water', 'that terrible day']","['the frost', ""Eble's pioneers""]",['night'],"['that year', 'the 27th of October', 'the 8th of November', 'the 26th November']",[]
8077,"['Kutusov', 'Vyazma', 'Egypt', 'a false direction', 'hollow square']","['the Cossacks', 'the emperor']",[],['about the 2nd of November'],[]
8078,['the 5th'],['they'],[],"['march', 'the 5th of November']",[]
8079,['the 1st'],['A new street car company'],[],['the 1st of November 1906'],[]
8080,['November'],[],[],"['February 15, 1876', 'November 28, 1876']",[]
8081,"['November', 'this time']",['he'],[],['November 1657'],[]
8082,"['his chateau', 'the 28th']",['He'],[],['the 28th of November 1879'],[]
8083,"['Edinburgh', '8 Howard Place', 'the 13th']",[],[],['the 13th of November 1850'],['Howard Place']
8084,"['Vailima', 'Vailima']","['he', 'he']",[],['November 1890'],[]
8085,['Lake Superior'],[],[],"['winter', 'summer', 'November, December and January', 'all other months']",['Duluth']
8086,"['a governor', 'November', 'the same time']",['The executive department'],[],"['November', 'every four years']",[]
8087,"['Spain', 'Mississippi', 'Great Britain', '1763 French rule', 'an end']",['the Treaty'],[],"['1763', '1763']",[]
8088,"['Portugal', 'Berlin', 'Great Britain', 'August', 'his Berlin decree', 'British subjects']",['He'],[],"['August 1807', 'the 21st of November 1806']",[]
8089,"['Spain', 'Baltic', 'Valladolid', 'the marquis', 'the Baltic', 'the 22nd', 'the 8th']","['Napoleon', 'French troops', 'he']",[],"['the 22nd of November 1807', 'the 8th of January 1808']","[""Dupont de l'Etang""]"
8090,"['Wellington', 'November', 'Salamanca', 'cantonments', 'convenience']","['Hill', 'Wellington', 'the French armies']",[],['November 1812'],['Ciudad Rodrigo']
8091,"['Nivelle', 'the interests', 'the night', 'the Pyrenean passes', 'the northward']","['The British government', 'he']",['the night of the 9th of November 1813'],[],['Maya']
8092,"['Wellington', 'it', 'a heavy cannonade']","['Each army', 'Wellington']",[],['the 10th of November 1813'],[]
8093,"['Pannonia', 'the death']",['the troops'],[],['17th of November 375'],"['Valentinian', 'Justina']"
8094,"['Bladensburg', 'Md.', 'his return', 'his death', 'a duel']","['he', 'which']",[],"['November 1815', 'the 22nd of March 1820']",['James Barron']
8095,['the 22nd'],['He'],[],['the 22nd of November 1784'],[]
8096,"['Holland', 'Netherlands', 'revolt', 'French domination', 'eighteen years', 'Scheveningen', 'the 19th']","['Holland', 'he']",[],"['1813', 'eighteen years', 'the 19th of November', 'the 3rd of December']",[]
8097,"['Cambridge', 'Massachusetts', 'Cambridge', 'the 15th']",[],[],"['1787-1879', 'the 15th of November 1787']",['Richard Henry Dana']
8098,"['Trier', 'the monastery', 'Trier']","['he', 'himself']",[],"['The day', 'the 6th of November']",[]
8099,"['Prague', 'Hussites', 'Prague', 'November', 'the Hussites']","['severe fighting', 'Queen Sophia']",[],['November 1419'],"['Queen Sophia', 'Wenceslaus']"
8100,['the 13th'],[],[],['the 13th of November'],[]
8101,"['the law', 'yearly grants', 'the public funds']","['The Constituent Assembly', 'rentes']",[],"['the 22nd of November 1790', 'twenty-five years of age', 'yearly']",[]
8102,"['London', 'London', 'the 8th']",['He'],[],['the 8th of November 1860'],[]
8103,"['Charleston', 'Charleston', 'the 2nd']",['He'],[],['the 2nd of November 1828'],[]
8104,"['London', 'London', 'a publication']",[],[],"['November 6, 1618', '1618']",[]
8105,"['Oxford', 'the 3rd']",['He'],[],['the 3rd of November 1643'],[]
8106,"['Dresden', 'Dresden', 'the 17th']",['He'],[],['the 17th of November 1835'],[]
8107,"['Providentissimus of 1893', 'the Roman Inquisition', 'an encyclical', 'his prompt regret']",['he'],[],"['November 1898', 'September 1899', 'January 1897']","['Pope Leo', 'John v.']"
8108,['the 21st'],['a papal motu proprio'],[],['the 21st of November 1907'],[]
8109,"['the 27th', 'the 25th']",['Lavigerie'],[],"['the 27th of March 1882', 'a bull of 10th November 1884', 'the 25th of January 1885']",['St Cyprian']
8110,"['Algiers', 'Algiers', 'the 26th']",['He'],[],['the 26th of November 1892'],[]
8111,"['the communications', 'the same subject', 'November']",['it'],[],"['several years', 'November and December 1668']","['John Wallis', 'Christopher Wren']"
8112,['the 6th'],['He'],[],"['1901', 'the 6th of November 1904']",[]
8113,"['Bath', 'November']",['He'],[],['November 1680'],[]
8114,"['Orange', 'the defeat', 'Torbay', 'Torbay', 'the 5th']",['William'],[],['the 5th of November 1688'],"[""Don Pedro's"", 'William']"
8115,['activity'],['that'],[],"['November', '1896']",[]
8116,[],['A visit'],[],"['November', '1862']",[]
8117,"['Prussia', 'Austria', 'Prussia', 'his conscience', 'his ancient ally', 'which']","['Frederick William', 'Prussia']",[],"['November 29th, 1850']",['Frederick William']
8118,"['the 4th', 'his person']",['he'],[],['the 4th of November 1678'],[]
8119,['300 thalers'],['his salary'],[],['November 1857'],[]
8120,"['November', 'the winter']","['he', 'it', 'he']",['a few hours'],['November 1865'],[]
8121,"['Wellington', 'Mahrattas', 'the 28th', 'Major-General Wellesley', 'which', 'great loss']",['which'],[],['the 28th of November 1803'],[]
8122,"['the following November', 'the Royal Artillery', 'the 3rd']",[],[],"['November', 'the 3rd of August 1869']",[]
8123,"['November', 'June', 'the Obstructionist crisis']",['which'],[],"['November 1898', 'June 1900']",[]
8124,"['the parliament', 'November']",['He'],[],"['1654', '1656', 'November 16J5']",[]
8125,"['Lagrange', 'the 6th', 'his new position', 'a salary']",[],[],['the 6th of November 1766'],[]
8126,"['Bhuj', 'November', 'which', 'his title', 'other stipulations']","['his hostility', 'a force']",[],['November 1815'],['Bharmulji']
8127,"['November', 'Caulaincourt']",['Napoleon'],[],['November 1813'],['Alexander I.']
8128,"['Szapary', 'November', 'premier']",['Wekerle'],[],['November 1892'],['Wekerle']
8129,[],['which'],[],"['January and February', 'annual', 'November - December', 'March - June']",[]
8130,"['Goyaz', 'this part', 'a dry and wet season', 'September', 'April', 'Goyaz', 'November']",[],[],"['the year', 'September to April', 'November to April']",['Matto Grosso']
8131,"['Rio de Janeiro', 'United States', 'Brazil', 'Brazil', 'the creation']","['The overthrow', 'Estados Unidos']",[],['15th November 1889'],[]
8132,"['which', 'a constituent assembly', 'the 15th', 'the 24th']",[],[],"['the 15th of November 1890', 'the 24th of February 1891']",[]
8133,"['Lisbon', 'Brazil', 'Lisbon', 'Brazil', 'the 29th', 'the queen']",['He'],[],['the 29th of November 1807'],['Donna Maria I.']
8134,"['France', 'November', 'the assembly', 'France', 'a proposed constitution']","['the emperor', 'which']",[],['November'],['Andradas']
8135,"['Brazil', 'Buenos Aires']",[],[],['November 1823'],"['Pernambuco', 'Ceara']"
8136,"['the educated classes', 'the military conspiracy', 'which', 'a republican form']",['this propaganda'],[],"['1880', 'November 1889']",[]
8137,"['Portugal', 'this idea', 'the following morning', 'board ship', 'Portugal']",['Discontented officers'],[],['the 14th of November 1889'],[]
8138,['the 15th'],[],[],['the 15th of November 1894'],['Floriano Peixoto']
8139,"['such strong opposition', 'the 23rd']","['This act', 'he', 'Vice-President Floriano Peixoto']",[],['the 23rd of November 1891'],['Floriano Peixoto']
8140,"['Rio de Janeiro', 'Desterro', 'Rio Bay', 'November', 'the armoured cruiser', 'Desterro', 'charge', 'his lot', 'the insurgent cause']","['Admiral Mello', 'who']",[],['November'],['Saldanha da Gama']
8141,"['Dr', 'president', 'the 15th', 'Dr Prudente de Moraes Barros']",[],[],['the 15th of November 1894'],['Prudente de Moraes Barros']
8142,"['Dr', 'Sao Paulo', 'the 15th', 'Dr Campos Salles']",[],[],['the 15th of November 1898'],[]
8143,['the 15th'],['President Campos Salles'],[],['the 15th of November 1898'],['Campos Salles']
8144,"['foot', 'a give-and-take spirit', 'a pecuniary indemnity', 'President Alves', 'the 17th']",[],[],['the 17th of November 1903'],[]
8145,"['November', 'the sect']","['Enfantin', 'Leroux']",[],['November of the same year'],"['Enfantin', 'Leroux']"
8146,"[""L'Orient"", 'this end', 'view', 'a private soldier', 'the 2nd', 'the Indian expedition', 'the port']",['he'],[],['the 2nd of November 1754'],[]
8147,"['November', 'the dervishes']",[],[],['November 1883'],[]
8148,"['Normandy', 'Matilda', 'Normandy', 'the 3rd']","['who', 'William']",[],['the 3rd of November 1083'],"['William', 'Robert', 'William II']"
