,Place,Event,Time,Date,Subject
8602,Dresden,,,the 30th of December 1877,
8603,,,,18,
8604,,,,December to March,
8605,Paris,,,December 1659,
8606,,,,December 18,
8607,,,,the 2nd of December of the same year,Guises
8608,,,,the 22nd of December 1812,
8609,,,,December 533,
8610,,,,the 31st of December,
8611,London,,,the 2nd of December 1792,Pitt
8612,,,,the 22nd of December 1894,
8613,,,,December 1527,Luther
8614,,,,the 21st of December 1504,
8615,Caracas,,,1884,
8616,,,,March - June,
8617,,,,January to May,
8618,Rio de Janeiro,,,the 31st of December 1900,
8619,,,,"December 29, 1906",
8620,,,,"December 6, 1906",
8621,,,,December 1900,
8622,Transvaal,,,December 1880,
8623,,,,the 16th of December,Dingaan
8624,Kassa,,,"December 29, 1606",Mihaly Katay
8625,Northumbria,,,December,Kent
8626,Cheshire,,,December 1790,Hulse
8627,Maritzburg,,,December 1909,
8628,,,,December,Port Elizabeth
8629,Umslatos,,,Sunday the 16th of December,
8630,Cape,,,the 4th of December,
8631,Kaffirs,,,December 1840,Andries Pretorius
8632,Port Natal,,,the 2nd of December 1841,Kaffir
8633,Maritzburg,,,December 1907,
8634,England,,,the 31st of May 1910,Methuen
8635,Philadelphia,,,1769-1798,Monroe
8636,Holland,,,the 31st of December 1806,Lords Auckland
8637,the United States,,,the spring of 1810,Monroe
8638,London,,,the 22nd of December 1828,
8639,Naples,,,the 23rd of December 1809,
8640,,,,the 13th of December 1443,Elizabeth
8641,Vienna,,,November 1606,
8642,,,,the 2nd of December,Francis Joseph
8643,,,,the 25th of December,Dersb
8644,,,,the 1st of March 1906,
8645,Hungary,,,the 31st of December 19 10,
8646,,,,the 23rd of December,
8647,,,,a month later,Luynes
8648,,,,the 4th of December 1642,
8649,,,,1867,
8650,England,,,December 2,St Brice's
8651,,,,the 4th of December 1891,Henry Norcross
8652,Tennessee,the Civil War,,November and December of that year,Bull Run
8653,Hungary,,,the 4th of December 1576,
8654,,,,25th December,Robert
8655,Delagoa Bay,,,December 1887,
8656,Pretoria,,,December 1895,
8657,,,,1856,
8658,the South African Republic,,,the 13th of December the Boers,Joubert
8659,,,,the 16th of December,
8660,Pretoria,,,the 20th of December,Boer
8661,,,,the 25th of December,
8662,Johannesburg,,,the 29th of December,Jameson
8663,,,,December,
8664,,,,December,
8665,Stormberg,,,the 10th of,
8666,,,,the 22nd of December,
8667,,,,December,
8668,England,,,December,Alfred Milner
8669,,,,December 1901,
8670,,,,December 1902,
8671,,,,February 1907,Het Volk
8672,St Stephen,,,"26th, 27th and 28th December",St Paul
8673,,,,December 1742,
8674,,,,the 27th of December 1726,
8675,,,,the previous September,Anne Hyde
8676,,,,"December 23, 1688",
8677,,,,forty years of age,
8678,Venezuela,,,December 8),
8679,Venezuela,,,the 18th of December 1895,Guiana
8680,Europe,,,December,Castro
8681,,,,May 1741,
8682,,,,December of the same year,
8683,Philadelphia,,,the 24th of December 1870,Works
8684,,,,December 1880,Bronkhorst Spruit
8685,,,,December 1880,
8686,,,,70 days,Nicotera
8687,Lunigiana,,,December 1893,
8688,Poland,,,December 1519,
8689,,,,the day,
8690,,,,the 21st of December 1893,Arimondi
8691,Dublin,,,January 1793,Louis Philippe
8692,Hamburg,,,December 1796,Hoche
8693,Unionist,,,a few days,Henry CampbellBannerman
8694,,,,the 21st of December 1905,
8695,,,,December 1721,
8696,Geneva,,,the middle of December,Lyons
8697,London,,,the 5th of December 1905,
8698,London,,,1901,
8699,London,,,December 1664,
8700,,,the evening of,"December 27, 1813",
8701,,,,the middle of April,
8702,,,,March 1859,
8703,,,,the 16th of December 1838,Dingaan
8704,Tugela,,,December 1856,Umbulazi
8705,Zulu,,,the 31st of that month,
8706,,,,December 1907,
8707,,,,December 1821,
8708,,,,1809,
8709,Pegu,,,the 10th of December 1852,Dalhousie
8710,Gallabat,,,December 1898,
8711,,,,the 15th of December 1792,Louis XVI
8712,,,,the 18th of February 1652,
8713,York,,,a twelvemonth,Gloucester
8714,,,,the 25th of December 1890,
8715,London,,,the 9th of February 1641,
8716,,,,December,
8717,Purge,,,December,
8718,Wiltshire,,,the 16th of December 1669,
8719,Russia,,,the 11th of December 1742,
8720,Westminster,,,December 1551,
8721,New York,the War of Independence,,December 5,
8722,,,,the 4th of December 1793,
8723,the West Indies,,,a few months later in 1897,
8724,Paris,European Sugar Bounty Conference,,1862,
8725,Brussels,,,the 19th of December 1907,
8726,Charles,,,the 6th of December,
8727,,,,the 27th of December,Prynne
8728,,,,the 10th of December,
8729,Boston,,,the 24th of December 1878,
8730,,,,December to March,
8731,,,,the 27th of December 1409,John
8732,,,,the year,
8733,Niger,,,the 17th of December 1885,
8734,Sadi Carnot,,,2nd of December 1887,Grevy
8735,,,,season,
8736,,,,March,
8737,Paris,,,the 26th of December 1794,
8738,,,,December 1908,
8739,,,,14th December,
8740,Psalm,,,the 13th of December 1250,
8741,,,,the 7th of December 1254,
8742,,,,January 1823,Papineau
8743,,,,the 1st of December 1837,Papineau
8744,New York,,,the 10th of June 1842,Tierra del Fuego
8745,,,,the 26th of December 1888,
8746,,,,December,
8747,Clifton,,,the 31st of December 1868,
8748,Oxford,,,the 12th of December 1867,
8749,,,,December,
8750,,,,December 1905,
8751,Lima,,,the 7th of December,
8752,Peru,,,thirty-five years,
8753,,,,the 31st of December 1862,Cape Hatteras
8754,Vienna,,,the 1st of December,
8755,Basel,,,December 1480,Queen Margaret
8756,Barnsley,,,the 1st of December 1849,
8757,,,,the 29th of December 1731,St Ann's
8758,,,,December 1788,Mirabeau
8759,Alps,,,the months of January and December,
8760,Edinburgh,,,the 26th of November,Robison
8761,Vienna,,,1192,DÃ¼renstein
8762,,,,the 2nd of December,
8763,,,,December,
8764,Pawtucket,,,December of that year,Samuel Slater
8765,New England,,,the 8th of December 1776,Henry Clinton
8766,,,,"23, 1842",
8767,,,,December,
8768,,,,the 18th of December 1803,
8769,,,,December 1831,
8770,,,,the 3rd of December 1832,
8771,,,,the 29th of December,
8772,,,,December,
8773,,,,the 10th of December,Robert Peel
8774,,,,February,Derby
8775,,,,December,Mr Gladstone
8776,,,,,
8777,,,,the 29th of December 1546,Buren
8778,Ascoli,,,the 19th of December 1759,
8779,,,,spring,
8780,,,,December 1806,Ernest
8781,,,,the 8th of December 1903,
8782,,,,December 1904,
8783,Messina,,early in the morning,December 28,
8784,,,,December 1890,
8785,,,,December 1736,Andrew Reid
8786,,,,January 1736 to December 1807,Trader
8787,,,,December,
8788,,,,next day,
8789,,New Year's Day,,December 1732,Mary Tuffley
8790,Washington,,,the 27th of December 1883,
8791,,,,December 5,Leuthen
8792,South,,,1717,Edward Pococke
8793,,,,1750,
8794,Savannah,,,December,
8795,,,,a little over four years,
8796,,,,the 1st of January 1887,
8797,,,,December,
8798,Berlin,,,1791,
8799,,,,1083,
8800,Weimar,,,"December 4, 1808",
8801,Germany,,,the 15th of December 1554,Brunswick
8802,,,,December,
8803,,,,,Howard
8804,,,,,
8805,,,,,
8806,,,,,
8807,,,,,Darkyn
8808,,,,,
8809,,,,,
8810,,,,,
8811,,,,,
8812,,,,,
8813,,,,,
8814,,,,,
8815,,,,,
8816,,,,,
8817,,,,,
8818,,,,,
8819,,,,,
8820,,,,,
8821,,,,Today,
8822,,,,,
8823,,,,,
8824,,,,,
8825,,,,,
8826,,,,,
8827,,,,,
8828,Wynn,,,,
8829,,,,,
8830,,,,the years,
8831,,,,2006,
8832,,,,,
8833,,,,,Fitzgerald
8834,,,,a full day,
8835,,,,every day,
8836,,,,,
8837,,,,,
8838,,,,,
8839,,,,,Gabriel
8840,,,,,
8841,,,,,
8842,,,,,
8843,,,,,
8844,Kiera,,,,
8845,,,,,
8846,,,,,
8847,,,,,
8848,Santos,,,,Santos
8849,,,,,
8850,,,,,
8851,,,,,
8852,,,,,
8853,Svanetia,Rion,,,Imeretia
8854,,,,,
8855,,,,1904,Leynaud
8856,Lake Baikal,,,,
8857,Crania,,,,
8858,,,,,
8859,,,,,
8860,,,,,
8861,,,,,
8862,,,,,
8863,,,,,Bishops Burnet
8864,,,,,
8865,earth,,,,
8866,,,,,
8867,Bhareli,,,,Aka
8868,Sao Francisco,,,,Espirito Santo
8869,,,,,Maranhao
8870,Grand Canary,,,,
8871,Hanseatic,,,,
8872,,,,,Marchfeld
8873,Yahweh,,,Satan,Yahweh
8874,,,,,Hugdietrich
8875,Babylonia,,,about the 7th century,
8876,the Spice Islands,,,,
8877,,,,,Bardo
8878,,,,,
8879,,,,,
8880,,,,,
8881,,,,,
8882,,,,,
8883,,,,,
8884,,,,1876-1878,Frau von Mohl
8885,,,,,Wogan
8886,Istria,,,1795,Carinthia
8887,,,,,
8888,,,,,
8889,,,,,Ashton Lever
8890,,,,,Gould
8891,,,,,
8892,,,,,
8893,,,,the middle of the 15th century,Antonio Rizzo
8894,Lido,,,,
8895,,,,,
8896,,,,,William the Breton
8897,,,,,
8898,,,,,
8899,,,,,
8900,,,,,
8901,Venezuela,,,,
8902,Wigtonshire,,,,
8903,,,,,Antonelli
8904,,,,,
8905,,,,,
8906,,,,five years from 1578 to 1582,Creighton
8907,,,,,
8908,,,,,
8909,,,,,
8910,,,,season,
8911,,,,,
8912,,,,,
8913,,,,,
8914,,,,,
8915,Tsugaru Strait,,,,
8916,,,,,
8917,,,,,
8918,,,,,
8919,,,,,
8920,,,,,
8921,,,,,
8922,,,,,Verdun
8923,,,,the 21st and 22nd of January 1567,Mary
8924,,,,,
8925,,,,,
8926,Bothriolabis,,,,Miocene
8927,,,,,
8928,Belgian Congo,,,,
8929,,,,,
8930,Atlantic,,,,
8931,,,,,
8932,,,,,
8933,,,,,
8934,,,,,
8935,,,,,
8936,Adriatic,,,May 3,Galicia
8937,West,,,,
8938,,,,1882-1884,
8939,Grand Bourg,,,,
8940,Rhine,,,,
8941,Brussels,,,1897,
8942,,,,,
8943,,,,,
8944,Jurjura,,,,Sahel
8945,,,,,
8946,,,,,
8947,,,,,
8948,,,,,Kash
8949,North America,,,,
8950,,,,,
8951,,,,,
8952,West Indies,,,,
8953,,,,,
8954,north-east,,,,Norman
8955,Rome,,,,Boethus
8956,Marwan,,,,al-Mufaddal
8957,Vienna,,,,al-Marzugi
8958,British Columbia,,,,
8959,Kingston,,,,
8960,Mississippi,,,,
8961,,,,,
8962,,,,,
8963,Meno,,,,
8964,,,,,
8965,,,,,
8966,,,four or five hours,every Friday,
8967,Leicester,,,,
8968,Birmingham,,,,Humber
8969,,,,the middle ages,
8970,,,,1841,Worterbuch
8971,,,,,
8972,,,,,
8973,,,,,2 m.
8974,,,,,
8975,,,,,
8976,,,,,
8977,"north, east",,,,
8978,,,,,Olympia
8979,,,,,
8980,New York,,,1652 to 1673,Samuel Drisius
8981,,,,,
8982,,,,,
8983,Central Alps,,,,
8984,,,,,
8985,,,,,
8986,,,,,
8987,,,,,
8988,,,,,
8989,,,,,
8990,,,,the first four centuries,Eusebius
8991,,,,,
8992,Rhine,,,,
8993,,,,,Kiel
8994,,,,,Frederick I.
8995,,,,many years,
8996,,,,fourteen years,John Wallis
8997,,,,,Fowey harbour
8998,,,,,
8999,Amsterdam,,,1748,Mme
9000,,,,,
9001,England,,,1899-1902,
9002,,,,,
9003,,,,,
9004,Puerta,,,the i 5th century,de las Granadas
9005,,,,,
9006,,,,,
9007,,,,,
9008,,,,the early years of the 19th century,
9009,,,,,
9010,San Lorenzo Bay,,,,Poza Harbour
9011,,,,,
9012,Great Britain,,,over a century,
9013,,,,,
9014,,,,1885,Baron Walther's
9015,Judges,,,,Deuteronomic
9016,,,,,
9017,,,,,
9018,,,,,
9019,Argos,,,,
9020,India,,,,
9021,,,,,
9022,,,,,
9023,,,,,
9024,,,,,Pompeii
9025,,,,,
9026,Vistula,,,,
9027,,,,,
9028,,,,second year's,
9029,,,,,
9030,the west coast,,,,
9031,Escovedo,,,1903,Martin Hume
9032,Gibraltar,,,,
9033,,,,,Vaishnava
9034,Paris,,,1880,Bologna
9035,,,,,
9036,,,,,
9037,,,,,
9038,Delagoa Bay,,,1910,
9039,Red Sea,,,,
9040,Gotland,,,,Skane
9041,Chile,,,,
9042,,,about 8 hours,1890,
9043,,,,,
9044,,,,,
9045,Lydia,,,,
9046,,,,,
9047,Pondoland,,,,
9048,,,,,Evelyn
9049,Poitou,,,,Limousin
9050,,,,,Christie
9051,the White Sea,,,,Novaya Zemlya
9052,Pacific,,,1895,
9053,Mollendo,,,,
9054,Bolivia,,,the 18th of May 1895,
9055,Prince Josaphat,,,,
9056,,,,,Edmund Antrobus
9057,Mahayana,,,,Lamas
9058,,,,1822,Vinegar Process
9059,Prague,,,1898,
9060,Sailughem,,,,
9061,the Gulf coast,,,,Venadito
9062,,,,,
9063,,,,,
9064,Tyne,,,,
9065,,,,,
9066,,,,,
9067,Algorta,,night,1877,
9068,Abyssinia,,,,
9069,,,,,
9070,,,,,
9071,,,,,
9072,,,,,
9073,Great Northern,,,,Hitchin
9074,,,,,Dane
9075,,,,,
9076,,,,,
9077,Antivari,,,,Montenegrin
9078,,,,the year 1490,
9079,,,,,
9080,Sarpi,,,1760,Griselini
9081,Bukovina,,,,
9082,,,,1832,
9083,London,,,1774,
9084,,,,1901,Portessie
9085,,,,,Robert Peel
9086,Europe,,,,
9087,,,,"November 3, 1790",Francis to Burke
9088,the Northern Pacific,,,,
9089,,,,,
9090,,,,,
9091,Kharkov,,,,Khoper
9092,,,,,
9093,Semendria,,,,Servian Morava
9094,,,,,Westphalian
9095,,,,,Calvin
9096,Scheldt,,,,Oordam
9097,Lauderdale,,,1679,Cotton
9098,,,,,
9099,Palestine,,,,
9100,Kwang,,,some years,
9101,Bologna,,,1843,Giuseppe La Farina
9102,Abyssinia,,,,
9103,Britain,,,,Gaul
9104,,,,,
9105,Germany,,,1610,Julich
9106,Spain,,,1812,
9107,Monaco,,,,
9108,Northern Nigeria,,,,
9109,Ebro,,,summer,
9110,Hospital Hill,,,,Fort St George
9111,the Red Sea,,,,
9112,Gedymin,,,25th of January 1325,
9113,,,,,
9114,Sudan,,,,Khartum
9115,,,,,
9116,,,,,
9117,,,,,
9118,,,,,
9119,,,,,
9120,,,,,
9121,,,,,Xander
9122,,,,,
9123,,,,,Claire
9124,,,,,
9125,,,,,
9126,California,,,,
9127,,,,recent years,
9128,,,,,Gabriel
9129,,,,,Darkyn
9130,,,,,Death
9131,,,,,Qatwali
9132,,,,,
9133,,,,,
9134,,,,,
9135,,,,,
9136,,,,,
9137,,,,,
9138,,,,,
9139,,,,,
9140,,,,,
9141,,,,,
9142,,,,,
9143,,,,,
9144,,,,,
9145,,,,,
9146,,,,,
9147,,,,,
9148,,,,,
9149,Athens,,,,
9150,,,,,
9151,,,,,
9152,,,,,
9153,,,,,
9154,,,,,Rock Abseiling
9155,,,,,
9156,,,,,
9157,,,,4) Winter 2001,
9158,,,,,
9159,,,,,
9160,,,,,
9161,,,,,
9162,california,,,,
9163,,,,,
9164,,,,,
9165,,,,,
9166,,,,,
9167,,,24-hour,,
9168,,,,,Session Log
9169,England,,,,
9170,,,,,
9171,,,,,
9172,,,,,
9173,,,,,Enclosure Badge
9174,,,,,
9175,,,,,
9176,,,,,
9177,,,,,
9178,,,,,
9179,,,,,
9180,,,,,
9181,,,,years,
9182,,,,,
9183,,,,,
9184,,,,,
9185,,,,,
9186,,,,,
9187,,,,,
9188,,,,,
9189,,,,,
9190,,,,,
9191,,,,,
9192,,,,,
9193,,,,,
9194,,,,,
9195,Cornwall,,,,
9196,,,,,Linux
9197,,,,,
9198,,,,,
9199,,,,,
9200,,,,,
9201,,,,,
9202,,,,,
9203,,,,1850,
9204,,,,,
9205,,,,,
9206,,,,,
9207,Scope,,,,
9208,,,,,
9209,,,,,Plan Peisey
9210,,,,,
9211,,,,,
9212,,,,,
9213,,,,,
9214,,,,,
9215,the United Kingdom,,,,Foley E
9216,,,,,
9217,,,,,
9218,,The Open Session,,,
9219,,,,,
9220,,,,,Collins
9221,,,,,
9222,Norfolk,,,,Beverley
9223,,,,twentieth-century,
9224,,,,,
9225,,,,,
9226,,,,,
9227,Calgary,,,,
9228,,,,,
9229,,,,,
9230,,,,,
9231,,,,,
9232,,,,,
9233,,,,,
9234,,,,,
9235,,,,over two weeks,
9236,,,,,
9237,,,,many years,
9238,,,,,
9239,,,,,
9240,,,,,
9241,,,,,
9242,,,,,
9243,,,,,
9244,,,,,
9245,,,,,
9246,,,,,
9247,,,,,
9248,,,,,
9249,,,,,
9250,,,,,
9251,US,,,,
9252,,,,,
9253,,,,,
9254,,,,,
9255,,,,,
9256,,,,,
9257,,,,,Helm
9258,,,,,
9259,,,,,
9260,USA,,,,
9261,,,,,
9262,,,,,
9263,,,,Two years ago,Edwin Cameron's
9264,,,,,
9265,,,,,
9266,,,,1923,
9267,,,,,Ben Toth
9268,,,,,
9269,,,,,
9270,,,,,
9271,,,,,
9272,,,,,
9273,,,,,
9274,,,,,
9275,,,,,
9276,Windows XP,,,,
9277,,,,,
9278,,,,,
9279,,,,,
9280,,,,,
9281,,,,,
9282,,,,,
9283,,,,,
9284,,,,,
9285,,,,,
9286,,,,,
9287,,,,,
9288,,,,,
9289,,,,,
9290,,,,,
9291,,,,,
9292,,,,,
9293,,,,,
9294,,,,,earl majette
9295,,,,,
9296,,,,,
9297,,,,,
9298,,,,,
9299,,,,,quot
9300,,,,,
9301,,,,,
9302,,,,,Paul Clifford's
9303,,,,,
9304,,,,,
9305,,,,,
9306,,,,,
9307,,,,,
9308,,,,,
9309,,,,,
9310,,,,,
9311,,,,,
9312,Pentland,,,,The Gentle Shepherd
9313,,,,1292,
9314,the Transylvanian Mountains,,,,
9315,,,,1887,
9316,,,,,Chronicles
9317,,,,,
9318,,,,,
9319,,,,,
9320,,,,,
9321,,,,,
9322,,,,,
9323,,,,,
9324,,,,,
9325,,,,,Atlas
9326,Cambodia,,,,
9327,,,,Faraday,-250 C.
9328,,,,,Clement
9329,the Corinthian Gulf,,,,
9330,,,,,
9331,,,,,
9332,Pomona,,,,Ager Solonius
9333,the Roman Uthina,,,,Zaghwan
9334,,,,,
9335,,,,1700,
9336,Christ,,,,
9337,Fort,,,,
9338,,,,,
9339,,,,1 9 05,
9340,,,,,Rousseau
9341,Pennsylvania,,,,
9342,,,,,
9343,,,,,Sasso
9344,,,,each year,
9345,,,,,
9346,the Nineteenth Century,,,January 1901,Herbert Paul
9347,,,,1740-1741,
9348,,,,,De Situ Britanniae
9349,Alexandria,,,the 2nd century,
9350,,,,,
9351,Flora,,,,Epiphanius
9352,Sitzungsberichte,,,,Berl
9353,Mexico,,,,
9354,,,,,
9355,,,,,
9356,,,,,
9357,,,,,
9358,,,,,
9359,Vermont,,,,
9360,,,,,Grado
9361,,,,,
9362,,,,,
9363,Cerfennia,,,,
9364,Bessarabia,,,,Khotin
9365,,,,,
9366,,,,,
9367,,,,,
9368,,,,,
9369,,,,,
9370,,,,,
9371,,,,1869-90,
9372,,,,,
9373,,,,,
9374,,,,less than five weeks,
9375,,,,,
9376,,,,,
9377,Rome,,,,Pompey
9378,the Gulf of Bomba,,,,
9379,,,,,
9380,,,,1776,Condorcet
9381,,,,,
9382,,,,,
9383,Europe,,,,
9384,,,,,
9385,,,,,
9386,,,,,
9387,,,,2637,
9388,,,,1886,Froude
9389,Ayrshire,,,,Galloway
9390,Edinburgh,,,,
9391,,,,,
9392,England,,,1603,
9393,Sinope,,,,
9394,,,,,Pali
9395,Conjeeveram,,,5th- century,Budh Gaya
9396,,,,,
9397,,,,,
9398,,,,8 8-87,
9399,Alpen,,,,Mayens
9400,Talmudic,,,,
9401,,,,,
9402,,,,,Abdur Rahman
9403,Manila,,,,Manila harbour
9404,,,,,
9405,Mariposa Grove,,,,
9406,Loughton,,,,
9407,Israel,,,,Jesus
9408,,,,,
9409,,,,,
9410,North Borneo,,,,
9411,Rome,,,years later,Algidus
9412,,,,,
9413,,,,,
9414,Gautar,,,,
9415,,,,,
9416,,,,,
9417,Devonshire,,,1879,Clerk Maxwell
9418,,,,summer,Sulden
9419,Volga,,,two or three centuries,
9420,Djursholm,,,,
9421,Scotland,,,Seven years,
9422,Stockholm,,,,Muscovite
9423,,,,,
9424,Antioch,,,,
9425,Aramaic,,,,
9426,,,,,
9427,,,,,
9428,Scarcies,,,,
9429,,,,,Waru
9430,,,,,
9431,,,,1905,
9432,,,,,
9433,,,,,
9434,La Paz,,,1898,Sucre
9435,,,,,
9436,,,,,
9437,Europe,,,,Bohemia
9438,Karatoya,,,,
9439,,,,,
9440,England,,,,
9441,,,,January,
9442,the Black Sea,,,,
9443,,,,daily,
9444,,,,,
9445,Poland,,,,
9446,,,,,
9447,,,,,
9448,,,,,
9449,Shah Abbas,,,,
9450,,,,,
9451,Aberdeen,,,1837,
9452,,,,,
9453,,,,,
9454,,,,May to October,
9455,,,,,
9456,Norway,,,,
9457,,,,,
9458,Lesina,,,winter,
9459,,,,,
9460,,,,,
9461,,,,,
9462,Hunain,,,,
9463,,,,before 1250,Michael Scot
9464,,,,1898,
9465,Niobrara,,,,Pierre
9466,,,,,
9467,,,,,
9468,Ramsden,,,,
9469,,,,,
9470,Ramsden,,,,
9471,,,,,
9472,Aden,,,,Jebel Jihaf
9473,,,,,
9474,Celebes,,,,
9475,Alaska,,,,
9476,Konigsberg,,,the end of 1626,
9477,,,,,
9478,,,,,
9479,,,,,
9480,,,,,
9481,,,,,
9482,London,,,,
9483,,,,,
9484,,,,,
9485,The Red Sea,,,,
9486,,,,,
9487,,,,,Nelson Runger's
9488,,,,,
9489,,,,,
9490,,,,,Kielder Water
9491,,,,,
9492,,,,,
9493,,,,,
9494,,,,,
9495,,,,,
9496,,,,,
